subject,activity,domain,acceleration_signal,signal_type,signal_dimension,function,axis,avg_value
16,walking_upstairs,time,gravity,accelerometer,magnitude,std,NA,-0.661719690491803
16,walking_upstairs,time,gravity,accelerometer,NA,mean,x,0.700906130308743
16,walking_upstairs,time,gravity,accelerometer,NA,mean,y,-0.0605235993797814
16,walking_upstairs,time,gravity,accelerometer,NA,mean,z,0.0402075536234973
16,walking_upstairs,time,gravity,accelerometer,NA,std,x,-0.971156432131148
16,walking_upstairs,time,gravity,accelerometer,NA,std,y,-0.964727519945355
16,walking_upstairs,time,gravity,accelerometer,NA,std,z,-0.945294028639344
17,walking_downstairs,frequency,body,accelerometer,jerk,mean,x,-0.692948207482301
17,walking_downstairs,frequency,body,accelerometer,jerk,mean,y,-0.669598735445428
17,walking_downstairs,frequency,body,accelerometer,jerk,mean,z,-0.786440272035398
17,walking_downstairs,frequency,body,accelerometer,jerk,std,x,-0.649348718874041
17,walking_downstairs,frequency,body,accelerometer,jerk,std,y,-0.635163006465487
17,walking_downstairs,frequency,body,accelerometer,jerk,std,z,-0.808333054336283
17,walking_downstairs,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.672302752918879
17,walking_downstairs,frequency,body,accelerometer,jerk magnitude,std,NA,-0.666929054969322
17,walking_downstairs,frequency,body,accelerometer,magnitude,mean,NA,-0.616776986006785
17,walking_downstairs,frequency,body,accelerometer,magnitude,std,NA,-0.661980075745723
17,walking_downstairs,frequency,body,accelerometer,NA,mean,x,-0.622462544449351
17,walking_downstairs,frequency,body,accelerometer,NA,mean,y,-0.569180425379852
17,walking_downstairs,frequency,body,accelerometer,NA,mean,z,-0.696059808678466
17,walking_downstairs,frequency,body,accelerometer,NA,std,x,-0.559142964689676
17,walking_downstairs,frequency,body,accelerometer,NA,std,y,-0.542590163514454
17,walking_downstairs,frequency,body,accelerometer,NA,std,z,-0.629065517609145
17,walking_downstairs,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.815081807581121
17,walking_downstairs,frequency,body,gyroscope,jerk magnitude,std,NA,-0.820032370707965
17,walking_downstairs,frequency,body,gyroscope,magnitude,mean,NA,-0.750925804837758
17,walking_downstairs,frequency,body,gyroscope,magnitude,std,NA,-0.765190625132743
17,walking_downstairs,frequency,body,gyroscope,NA,mean,x,-0.706700939954277
17,walking_downstairs,frequency,body,gyroscope,NA,mean,y,-0.75655421820059
17,walking_downstairs,frequency,body,gyroscope,NA,mean,z,-0.704461092123894
17,walking_downstairs,frequency,body,gyroscope,NA,std,x,-0.751468354340413
17,walking_downstairs,frequency,body,gyroscope,NA,std,y,-0.742303506283186
17,walking_downstairs,frequency,body,gyroscope,NA,std,z,-0.724259849884956
17,walking_downstairs,time,body,accelerometer,jerk,mean,x,0.081880267239528
17,walking_downstairs,time,body,accelerometer,jerk,mean,y,0.0083599305380531
17,walking_downstairs,time,body,accelerometer,jerk,mean,z,0.00313640220584071
17,walking_downstairs,time,body,accelerometer,jerk,std,x,-0.655962717654867
17,walking_downstairs,time,body,accelerometer,jerk,std,y,-0.641279470927434
17,walking_downstairs,time,body,accelerometer,jerk,std,z,-0.798055545516224
17,walking_downstairs,time,body,accelerometer,jerk magnitude,mean,NA,-0.671076885553097
17,walking_downstairs,time,body,accelerometer,jerk magnitude,std,NA,-0.668331557015634
17,walking_downstairs,time,body,accelerometer,magnitude,mean,NA,-0.532690252939646
17,walking_downstairs,time,body,accelerometer,magnitude,std,NA,-0.606069140132448
17,walking_downstairs,time,body,accelerometer,NA,mean,x,0.273849441115044
17,walking_downstairs,time,body,accelerometer,NA,mean,y,-0.0175178488555457
17,walking_downstairs,time,body,accelerometer,NA,mean,z,-0.10894543593472
17,walking_downstairs,time,body,accelerometer,NA,std,x,-0.575384465440796
17,walking_downstairs,time,body,accelerometer,NA,std,y,-0.531725560539469
17,walking_downstairs,time,body,accelerometer,NA,std,z,-0.633174442559882
17,walking_downstairs,time,body,gyroscope,jerk,mean,x,-0.108510381387316
17,walking_downstairs,time,body,gyroscope,jerk,mean,y,-0.0389503517365487
17,walking_downstairs,time,body,gyroscope,jerk,mean,z,-0.0505134530712979
17,walking_downstairs,time,body,gyroscope,jerk,std,x,-0.770982322212389
17,walking_downstairs,time,body,gyroscope,jerk,std,y,-0.811674344749263
17,walking_downstairs,time,body,gyroscope,jerk,std,z,-0.792412597492625
17,walking_downstairs,time,body,gyroscope,jerk magnitude,mean,NA,-0.794708804985251
17,walking_downstairs,time,body,gyroscope,jerk magnitude,std,NA,-0.810882493864307
17,walking_downstairs,time,body,gyroscope,magnitude,mean,NA,-0.649912792768584
17,walking_downstairs,time,body,gyroscope,magnitude,std,NA,-0.730340424530973
17,walking_downstairs,time,body,gyroscope,NA,mean,x,-0.0137199915971209
17,walking_downstairs,time,body,gyroscope,NA,mean,y,-0.0841275327556873
17,walking_downstairs,time,body,gyroscope,NA,mean,z,0.0761605469356047
17,walking_downstairs,time,body,gyroscope,NA,std,x,-0.739509361150443
17,walking_downstairs,time,body,gyroscope,NA,std,y,-0.746029348082596
17,walking_downstairs,time,body,gyroscope,NA,std,z,-0.697883518596755
17,walking_downstairs,time,gravity,accelerometer,magnitude,mean,NA,-0.532690252939646
17,walking_downstairs,time,gravity,accelerometer,magnitude,std,NA,-0.606069140132448
17,walking_downstairs,time,gravity,accelerometer,NA,mean,x,0.681018816489676
17,walking_downstairs,time,gravity,accelerometer,NA,mean,y,0.00208485938053097
17,walking_downstairs,time,gravity,accelerometer,NA,mean,z,0.00457967780088496
17,walking_downstairs,time,gravity,accelerometer,NA,std,x,-0.969925765014749
17,walking_downstairs,time,gravity,accelerometer,NA,std,y,-0.956590055339233
17,walking_downstairs,time,gravity,accelerometer,NA,std,z,-0.946280153185841
17,walking_upstairs,frequency,body,accelerometer,jerk,mean,x,-0.994117062068966
17,walking_upstairs,frequency,body,accelerometer,jerk,mean,y,-0.988820999655172
17,walking_upstairs,frequency,body,accelerometer,jerk,mean,z,-0.990597965172414
17,walking_upstairs,frequency,body,accelerometer,jerk,std,x,-0.994459398275862
17,walking_upstairs,frequency,body,accelerometer,jerk,std,y,-0.990414811034483
17,walking_upstairs,frequency,body,accelerometer,jerk,std,z,-0.991935782413793
17,walking_upstairs,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.993005947241379
17,walking_upstairs,frequency,body,accelerometer,jerk magnitude,std,NA,-0.992630932068965
17,walking_upstairs,frequency,body,accelerometer,magnitude,mean,NA,-0.990007266206896
17,walking_upstairs,frequency,body,accelerometer,magnitude,std,NA,-0.98628791137931
17,walking_upstairs,frequency,body,accelerometer,NA,mean,x,-0.994496322758621
17,walking_upstairs,frequency,body,accelerometer,NA,mean,y,-0.982367664137931
17,walking_upstairs,frequency,body,accelerometer,NA,mean,z,-0.986495766206897
17,walking_upstairs,frequency,body,accelerometer,NA,std,x,-0.995250992758621
17,walking_upstairs,frequency,body,accelerometer,NA,std,y,-0.97835155862069
17,walking_upstairs,frequency,body,accelerometer,NA,std,z,-0.978759603793103
17,walking_upstairs,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.99327833
17,walking_upstairs,frequency,body,gyroscope,jerk magnitude,std,NA,-0.993482856896552
17,walking_upstairs,frequency,body,gyroscope,magnitude,mean,NA,-0.986607555172414
17,walking_upstairs,frequency,body,gyroscope,magnitude,std,NA,-0.981446073103448
17,walking_upstairs,frequency,body,gyroscope,NA,mean,x,-0.985993540344828
17,walking_upstairs,frequency,body,gyroscope,NA,mean,y,-0.987392253103448
17,walking_upstairs,frequency,body,gyroscope,NA,mean,z,-0.988668107931034
17,walking_upstairs,frequency,body,gyroscope,NA,std,x,-0.987354722068966
17,walking_upstairs,frequency,body,gyroscope,NA,std,y,-0.98380969137931
17,walking_upstairs,frequency,body,gyroscope,NA,std,z,-0.988732922758621
17,walking_upstairs,time,body,accelerometer,jerk,mean,x,0.0758626965517241
17,walking_upstairs,time,body,accelerometer,jerk,mean,y,0.0100040808789655
17,walking_upstairs,time,body,accelerometer,jerk,mean,z,-0.00236484369931035
17,walking_upstairs,time,body,accelerometer,jerk,std,x,-0.994019934482759
17,walking_upstairs,time,body,accelerometer,jerk,std,y,-0.989158120689655
17,walking_upstairs,time,body,accelerometer,jerk,std,z,-0.992004427241379
17,walking_upstairs,time,body,accelerometer,jerk magnitude,mean,NA,-0.993245806206897
17,walking_upstairs,time,body,accelerometer,jerk magnitude,std,NA,-0.993375015172414
17,walking_upstairs,time,body,accelerometer,magnitude,mean,NA,-0.985418968275862
17,walking_upstairs,time,body,accelerometer,magnitude,std,NA,-0.986826527241379
17,walking_upstairs,time,body,accelerometer,NA,mean,x,0.276134936206897
17,walking_upstairs,time,body,accelerometer,NA,mean,y,-0.0178192998868966
17,walking_upstairs,time,body,accelerometer,NA,mean,z,-0.112173902413793
17,walking_upstairs,time,body,accelerometer,NA,std,x,-0.99504124
17,walking_upstairs,time,body,accelerometer,NA,std,y,-0.979413535862069
17,walking_upstairs,time,body,accelerometer,NA,std,z,-0.980976484137931
17,walking_upstairs,time,body,gyroscope,jerk,mean,x,-0.100183297172414
17,walking_upstairs,time,body,gyroscope,jerk,mean,y,-0.0417622900689655
17,walking_upstairs,time,body,gyroscope,jerk,mean,z,-0.0547796899655172
17,walking_upstairs,time,body,gyroscope,jerk,std,x,-0.991854138275862
17,walking_upstairs,time,body,gyroscope,jerk,std,y,-0.993318104482759
17,walking_upstairs,time,body,gyroscope,jerk,std,z,-0.993400307586207
17,walking_upstairs,time,body,gyroscope,jerk magnitude,mean,NA,-0.994309820689655
17,walking_upstairs,time,body,gyroscope,jerk magnitude,std,NA,-0.993276945862069
17,walking_upstairs,time,body,gyroscope,magnitude,mean,NA,-0.983299607586207
17,walking_upstairs,time,body,gyroscope,magnitude,std,NA,-0.981656969655172
17,walking_upstairs,time,body,gyroscope,NA,mean,x,-0.0257577297931034
17,walking_upstairs,time,body,gyroscope,NA,mean,y,-0.0661512840241379
17,walking_upstairs,time,body,gyroscope,NA,mean,z,0.087130975137931
17,walking_upstairs,time,body,gyroscope,NA,std,x,-0.986979955517241
17,walking_upstairs,time,body,gyroscope,NA,std,y,-0.985073170689655
17,walking_upstairs,time,body,gyroscope,NA,std,z,-0.987937566551724
17,walking_upstairs,time,gravity,accelerometer,magnitude,mean,NA,-0.985418968275862
17,walking_upstairs,time,gravity,accelerometer,magnitude,std,NA,-0.986826527241379
17,walking_upstairs,time,gravity,accelerometer,NA,mean,x,0.908399606896552
17,walking_upstairs,time,gravity,accelerometer,NA,mean,y,-0.198659870344828
17,walking_upstairs,time,gravity,accelerometer,NA,mean,z,-0.278195591724138
17,walking_upstairs,time,gravity,accelerometer,NA,std,x,-0.993349445862069
17,walking_upstairs,time,gravity,accelerometer,NA,std,y,-0.984760977241379
17,walking_upstairs,time,gravity,accelerometer,NA,std,z,-0.98129168137931
18,laying,frequency,body,accelerometer,jerk,mean,x,-0.750020077252747
18,laying,frequency,body,accelerometer,jerk,mean,y,-0.744113444532967
18,laying,frequency,body,accelerometer,jerk,mean,z,-0.833032083021978
18,laying,frequency,body,accelerometer,jerk,std,x,-0.742517893708791
18,laying,frequency,body,accelerometer,jerk,std,y,-0.739197834642857
18,laying,frequency,body,accelerometer,jerk,std,z,-0.860168954615385
18,laying,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.742323821887363
18,laying,frequency,body,accelerometer,jerk magnitude,std,NA,-0.750189976318681
18,laying,frequency,body,accelerometer,magnitude,mean,NA,-0.697732862178571
18,laying,frequency,body,accelerometer,magnitude,std,NA,-0.733904051236264
18,laying,frequency,body,accelerometer,NA,mean,x,-0.714227764615385
18,laying,frequency,body,accelerometer,NA,mean,y,-0.663659666593407
18,laying,frequency,body,accelerometer,NA,mean,z,-0.761229192087912
18,laying,frequency,body,accelerometer,NA,std,x,-0.687850549203297
18,laying,frequency,body,accelerometer,NA,std,y,-0.632838238002747
18,laying,frequency,body,accelerometer,NA,std,z,-0.694874090513736
18,laying,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.88466302260989
18,laying,frequency,body,gyroscope,jerk magnitude,std,NA,-0.902206780607143
18,laying,frequency,body,gyroscope,magnitude,mean,NA,-0.816286626730769
18,laying,frequency,body,gyroscope,magnitude,std,NA,-0.789777674554945
18,laying,frequency,body,gyroscope,NA,mean,x,-0.787757637521978
18,laying,frequency,body,gyroscope,NA,mean,y,-0.816385880247253
18,laying,frequency,body,gyroscope,NA,mean,z,-0.755926770686813
18,laying,frequency,body,gyroscope,NA,std,x,-0.812175241332418
18,laying,frequency,body,gyroscope,NA,std,y,-0.759665554340659
18,laying,frequency,body,gyroscope,NA,std,z,-0.766381665384615
18,laying,time,body,accelerometer,jerk,mean,x,0.077480921531044
18,laying,time,body,accelerometer,jerk,mean,y,0.0128850449171841
18,laying,time,body,accelerometer,jerk,mean,z,0.000848545124184616
18,laying,time,body,accelerometer,jerk,std,x,-0.734644450054945
18,laying,time,body,accelerometer,jerk,std,y,-0.732969175274725
18,laying,time,body,accelerometer,jerk,std,z,-0.847257765851648
18,laying,time,body,accelerometer,jerk magnitude,mean,NA,-0.753904676895604
18,laying,time,body,accelerometer,jerk magnitude,std,NA,-0.745212812708791
18,laying,time,body,accelerometer,magnitude,mean,NA,-0.658370952115385
18,laying,time,body,accelerometer,magnitude,std,NA,-0.689671890376374
18,laying,time,body,accelerometer,NA,mean,x,0.276324152142857
18,laying,time,body,accelerometer,NA,mean,y,-0.0172831546595266
18,laying,time,body,accelerometer,NA,mean,z,-0.108112251068681
18,laying,time,body,accelerometer,NA,std,x,-0.694616884972527
18,laying,time,body,accelerometer,NA,std,y,-0.627117507326923
18,laying,time,body,accelerometer,NA,std,z,-0.701596039615385
18,laying,time,body,gyroscope,jerk,mean,x,-0.0944029581558242
18,laying,time,body,gyroscope,jerk,mean,y,-0.044169186546978
18,laying,time,body,gyroscope,jerk,mean,z,-0.0568482569002198
18,laying,time,body,gyroscope,jerk,std,x,-0.842893477884615
18,laying,time,body,gyroscope,jerk,std,y,-0.884050472967033
18,laying,time,body,gyroscope,jerk,std,z,-0.83861466293956
18,laying,time,body,gyroscope,jerk magnitude,mean,NA,-0.859899942335165
18,laying,time,body,gyroscope,jerk magnitude,std,NA,-0.88856533728022
18,laying,time,body,gyroscope,magnitude,mean,NA,-0.714735668626374
18,laying,time,body,gyroscope,magnitude,std,NA,-0.775779058758242
18,laying,time,body,gyroscope,NA,mean,x,-0.0373993798891484
18,laying,time,body,gyroscope,NA,mean,y,-0.0678200104982143
18,laying,time,body,gyroscope,NA,mean,z,0.0908402866868132
18,laying,time,body,gyroscope,NA,std,x,-0.804533729046703
18,laying,time,body,gyroscope,NA,std,y,-0.777361713653846
18,laying,time,body,gyroscope,NA,std,z,-0.745612483131868
18,laying,time,gravity,accelerometer,magnitude,mean,NA,-0.658370952115385
18,laying,time,gravity,accelerometer,magnitude,std,NA,-0.689671890376374
18,laying,time,gravity,accelerometer,NA,mean,x,0.716863248351648
18,laying,time,gravity,accelerometer,NA,mean,y,-0.01578199625
18,laying,time,gravity,accelerometer,NA,mean,z,0.0899901746593407
18,laying,time,gravity,accelerometer,NA,std,x,-0.980138675796703
18,laying,time,gravity,accelerometer,NA,std,y,-0.969542030412088
18,laying,time,gravity,accelerometer,NA,std,z,-0.959434177692308
19,walking_downstairs,frequency,body,accelerometer,jerk,mean,x,-0.593157169174611
19,walking_downstairs,frequency,body,accelerometer,jerk,mean,y,-0.596694943936944
19,walking_downstairs,frequency,body,accelerometer,jerk,mean,z,-0.680924493180556
19,walking_downstairs,frequency,body,accelerometer,jerk,std,x,-0.586910128980833
19,walking_downstairs,frequency,body,accelerometer,jerk,std,y,-0.572596722878
19,walking_downstairs,frequency,body,accelerometer,jerk,std,z,-0.728521901498861
19,walking_downstairs,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.576064647812278
19,walking_downstairs,frequency,body,accelerometer,jerk magnitude,std,NA,-0.641089005857778
19,walking_downstairs,frequency,body,accelerometer,magnitude,mean,NA,-0.556404444967972
19,walking_downstairs,frequency,body,accelerometer,magnitude,std,NA,-0.689860920113889
19,walking_downstairs,frequency,body,accelerometer,NA,mean,x,-0.587050355097528
19,walking_downstairs,frequency,body,accelerometer,NA,mean,y,-0.521888076609778
19,walking_downstairs,frequency,body,accelerometer,NA,mean,z,-0.647026298284028
19,walking_downstairs,frequency,body,accelerometer,NA,std,x,-0.5708979748225
19,walking_downstairs,frequency,body,accelerometer,NA,std,y,-0.530901585022361
19,walking_downstairs,frequency,body,accelerometer,NA,std,z,-0.680291382637222
19,walking_downstairs,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.719519008752778
19,walking_downstairs,frequency,body,gyroscope,jerk magnitude,std,NA,-0.754223739441667
19,walking_downstairs,frequency,body,gyroscope,magnitude,mean,NA,-0.636287999799167
19,walking_downstairs,frequency,body,gyroscope,magnitude,std,NA,-0.662325968145833
19,walking_downstairs,frequency,body,gyroscope,NA,mean,x,-0.553089575942778
19,walking_downstairs,frequency,body,gyroscope,NA,mean,y,-0.641337299817778
19,walking_downstairs,frequency,body,gyroscope,NA,mean,z,-0.602625307818389
19,walking_downstairs,frequency,body,gyroscope,NA,std,x,-0.666071315599889
19,walking_downstairs,frequency,body,gyroscope,NA,std,y,-0.650105402347778
19,walking_downstairs,frequency,body,gyroscope,NA,std,z,-0.694729075491667
19,walking_downstairs,time,body,accelerometer,jerk,mean,x,0.0774171147766389
19,walking_downstairs,time,body,accelerometer,jerk,mean,y,0.0115812421960876
19,walking_downstairs,time,body,accelerometer,jerk,mean,z,-0.00186198850195833
19,walking_downstairs,time,body,accelerometer,jerk,std,x,-0.571088266146083
19,walking_downstairs,time,body,accelerometer,jerk,std,y,-0.571311190432222
19,walking_downstairs,time,body,accelerometer,jerk,std,z,-0.705342976190833
19,walking_downstairs,time,body,accelerometer,jerk magnitude,mean,NA,-0.5762252472125
19,walking_downstairs,time,body,accelerometer,jerk magnitude,std,NA,-0.601918552871944
19,walking_downstairs,time,body,accelerometer,magnitude,mean,NA,-0.531507362111361
19,walking_downstairs,time,body,accelerometer,magnitude,std,NA,-0.599552767486306
19,walking_downstairs,time,body,accelerometer,NA,mean,x,0.269723487105556
19,walking_downstairs,time,body,accelerometer,NA,mean,y,-0.0182031515710306
19,walking_downstairs,time,body,accelerometer,NA,mean,z,-0.118277180099383
19,walking_downstairs,time,body,accelerometer,NA,std,x,-0.574658922919194
19,walking_downstairs,time,body,accelerometer,NA,std,y,-0.507035084992639
19,walking_downstairs,time,body,accelerometer,NA,std,z,-0.649184726556944
19,walking_downstairs,time,body,gyroscope,jerk,mean,x,-0.0895939425055556
19,walking_downstairs,time,body,gyroscope,jerk,mean,y,-0.0383208736670278
19,walking_downstairs,time,body,gyroscope,jerk,mean,z,-0.0569649444286944
19,walking_downstairs,time,body,gyroscope,jerk,std,x,-0.618836206634444
19,walking_downstairs,time,body,gyroscope,jerk,std,y,-0.725991380623889
19,walking_downstairs,time,body,gyroscope,jerk,std,z,-0.686684583831583
19,walking_downstairs,time,body,gyroscope,jerk magnitude,mean,NA,-0.683436541824444
19,walking_downstairs,time,body,gyroscope,jerk magnitude,std,NA,-0.7255986988425
19,walking_downstairs,time,body,gyroscope,magnitude,mean,NA,-0.548919668132222
19,walking_downstairs,time,body,gyroscope,magnitude,std,NA,-0.610093380740278
19,walking_downstairs,time,body,gyroscope,NA,mean,x,-0.0385723953346511
19,walking_downstairs,time,body,gyroscope,NA,mean,y,-0.0681420603177778
19,walking_downstairs,time,body,gyroscope,NA,mean,z,0.0883609591559167
19,walking_downstairs,time,body,gyroscope,NA,std,x,-0.637789914575556
19,walking_downstairs,time,body,gyroscope,NA,std,y,-0.643866300560306
19,walking_downstairs,time,body,gyroscope,NA,std,z,-0.645682212189167
19,walking_downstairs,time,gravity,accelerometer,magnitude,mean,NA,-0.531507362111361
19,walking_downstairs,time,gravity,accelerometer,magnitude,std,NA,-0.599552767486306
19,walking_downstairs,time,gravity,accelerometer,NA,mean,x,0.475323016
19,walking_downstairs,time,gravity,accelerometer,NA,mean,y,0.0964052626666667
19,walking_downstairs,time,gravity,accelerometer,NA,mean,z,0.233011401195083
19,walking_downstairs,time,gravity,accelerometer,NA,std,x,-0.958290447861111
19,walking_downstairs,time,gravity,accelerometer,NA,std,y,-0.95925383425
19,walking_downstairs,time,gravity,accelerometer,NA,std,z,-0.94180028475
20,laying,frequency,body,accelerometer,jerk,mean,x,-0.652264226931438
20,laying,frequency,body,accelerometer,jerk,mean,y,-0.557791286001412
20,laying,frequency,body,accelerometer,jerk,mean,z,-0.732835648957627
20,laying,frequency,body,accelerometer,jerk,std,x,-0.634710081102825
20,laying,frequency,body,accelerometer,jerk,std,y,-0.525907610282373
20,laying,frequency,body,accelerometer,jerk,std,z,-0.760509114748588
20,laying,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.584571446817062
20,laying,frequency,body,accelerometer,jerk magnitude,std,NA,-0.597351046813729
20,laying,frequency,body,accelerometer,magnitude,mean,NA,-0.560278889421186
20,laying,frequency,body,accelerometer,magnitude,std,NA,-0.648306198707062
20,laying,frequency,body,accelerometer,NA,mean,x,-0.612641113666949
20,laying,frequency,body,accelerometer,NA,mean,y,-0.426398722000395
20,laying,frequency,body,accelerometer,NA,mean,z,-0.665006945724294
20,laying,frequency,body,accelerometer,NA,std,x,-0.60314894923565
20,laying,frequency,body,accelerometer,NA,std,y,-0.381534028764124
20,laying,frequency,body,accelerometer,NA,std,z,-0.647515612457627
20,laying,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.692638075749774
20,laying,frequency,body,gyroscope,jerk magnitude,std,NA,-0.694680032329943
20,laying,frequency,body,gyroscope,magnitude,mean,NA,-0.606970915061638
20,laying,frequency,body,gyroscope,magnitude,std,NA,-0.635816314618644
20,laying,frequency,body,gyroscope,NA,mean,x,-0.626445370827119
20,laying,frequency,body,gyroscope,NA,mean,y,-0.591039733449633
20,laying,frequency,body,gyroscope,NA,mean,z,-0.518444509491525
20,laying,frequency,body,gyroscope,NA,std,x,-0.704481841200565
20,laying,frequency,body,gyroscope,NA,std,y,-0.567588605842655
20,laying,frequency,body,gyroscope,NA,std,z,-0.575002191142655
20,laying,time,body,accelerometer,jerk,mean,x,0.079818125480791
20,laying,time,body,accelerometer,jerk,mean,y,0.00220928707107345
20,laying,time,body,accelerometer,jerk,mean,z,-0.00450611895602542
20,laying,time,body,accelerometer,jerk,std,x,-0.627098830685593
20,laying,time,body,accelerometer,jerk,std,y,-0.527174601581921
20,laying,time,body,accelerometer,jerk,std,z,-0.747362572898305
20,laying,time,body,accelerometer,jerk magnitude,mean,NA,-0.619698756735028
20,laying,time,body,accelerometer,jerk magnitude,std,NA,-0.588644307467599
20,laying,time,body,accelerometer,magnitude,mean,NA,-0.517257429345412
20,laying,time,body,accelerometer,magnitude,std,NA,-0.572325820319209
20,laying,time,body,accelerometer,NA,mean,x,0.268425757926554
20,laying,time,body,accelerometer,NA,mean,y,-0.0175912993773164
20,laying,time,body,accelerometer,NA,mean,z,-0.108029145824294
20,laying,time,body,accelerometer,NA,std,x,-0.60484669490339
20,laying,time,body,accelerometer,NA,std,y,-0.369336706508757
20,laying,time,body,accelerometer,NA,std,z,-0.634787346548023
20,laying,time,body,gyroscope,jerk,mean,x,-0.094982179135
20,laying,time,body,gyroscope,jerk,mean,y,-0.0414356124141243
20,laying,time,body,gyroscope,jerk,mean,z,-0.0543001277610169
20,laying,time,body,gyroscope,jerk,std,x,-0.698354145936441
20,laying,time,body,gyroscope,jerk,std,y,-0.684280685533898
20,laying,time,body,gyroscope,jerk,std,z,-0.636715878557062
20,laying,time,body,gyroscope,jerk magnitude,mean,NA,-0.684048497355932
20,laying,time,body,gyroscope,jerk magnitude,std,NA,-0.683503744537853
20,laying,time,body,gyroscope,magnitude,mean,NA,-0.516861235888701
20,laying,time,body,gyroscope,magnitude,std,NA,-0.580023613494576
20,laying,time,body,gyroscope,NA,mean,x,-0.0242488811785028
20,laying,time,body,gyroscope,NA,mean,y,-0.0789448418069209
20,laying,time,body,gyroscope,NA,mean,z,0.0856280628860452
20,laying,time,body,gyroscope,NA,std,x,-0.684586332415254
20,laying,time,body,gyroscope,NA,std,y,-0.573677383024548
20,laying,time,body,gyroscope,NA,std,z,-0.52727797039661
20,laying,time,gravity,accelerometer,magnitude,mean,NA,-0.517257429345412
20,laying,time,gravity,accelerometer,magnitude,std,NA,-0.572325820319209
20,laying,time,gravity,accelerometer,NA,mean,x,0.628040637177966
20,laying,time,gravity,accelerometer,NA,mean,y,-0.0373059475847458
20,laying,time,gravity,accelerometer,NA,mean,z,0.10723075947935
20,laying,time,gravity,accelerometer,NA,std,x,-0.958201862627119
20,laying,time,gravity,accelerometer,NA,std,y,-0.952506793418079
20,laying,time,gravity,accelerometer,NA,std,z,-0.940981537502825
21,walking_downstairs,frequency,body,accelerometer,jerk,mean,x,-0.71641413145049
21,walking_downstairs,frequency,body,accelerometer,jerk,mean,y,-0.678615118728922
21,walking_downstairs,frequency,body,accelerometer,jerk,mean,z,-0.767351986555392
21,walking_downstairs,frequency,body,accelerometer,jerk,std,x,-0.709800728388235
21,walking_downstairs,frequency,body,accelerometer,jerk,std,y,-0.674102360655147
21,walking_downstairs,frequency,body,accelerometer,jerk,std,z,-0.794922813673627
21,walking_downstairs,frequency,body,accelerometer,jerk magnitude,mean,NA,-0.679742584809363
21,walking_downstairs,frequency,body,accelerometer,jerk magnitude,std,NA,-0.683725127418382
21,walking_downstairs,frequency,body,accelerometer,magnitude,mean,NA,-0.658664719514706
21,walking_downstairs,frequency,body,accelerometer,magnitude,std,NA,-0.714345739215931
21,walking_downstairs,frequency,body,accelerometer,NA,mean,x,-0.693486097144118
21,walking_downstairs,frequency,body,accelerometer,NA,mean,y,-0.59377821414902
21,walking_downstairs,frequency,body,accelerometer,NA,mean,z,-0.707713799021814
21,walking_downstairs,frequency,body,accelerometer,NA,std,x,-0.665349663426471
21,walking_downstairs,frequency,body,accelerometer,NA,std,y,-0.578748586831863
21,walking_downstairs,frequency,body,accelerometer,NA,std,z,-0.675588192778676
21,walking_downstairs,frequency,body,gyroscope,jerk magnitude,mean,NA,-0.826275026053922
21,walking_downstairs,frequency,body,gyroscope,jerk magnitude,std,NA,-0.834949863259804
21,walking_downstairs,frequency,body,gyroscope,magnitude,mean,NA,-0.776473060171569
21,walking_downstairs,frequency,body,gyroscope,magnitude,std,NA,-0.793158526279412
21,walking_downstairs,frequency,body,gyroscope,NA,mean,x,-0.752040828651961
21,walking_downstairs,frequency,body,gyroscope,NA,mean,y,-0.759325714811275
21,walking_downstairs,frequency,body,gyroscope,NA,mean,z,-0.709471420465686
21,walking_downstairs,frequency,body,gyroscope,NA,std,x,-0.811026710110294
21,walking_downstairs,frequency,body,gyroscope,NA,std,y,-0.771388318823529
21,walking_downstairs,frequency,body,gyroscope,NA,std,z,-0.728319304730637
21,walking_downstairs,time,body,accelerometer,jerk,mean,x,0.0822207874776961
21,walking_downstairs,time,body,accelerometer,jerk,mean,y,0.00350107553584853
21,walking_downstairs,time,body,accelerometer,jerk,mean,z,-0.010659072671299
21,walking_downstairs,time,body,accelerometer,jerk,std,x,-0.699763344205784
21,walking_downstairs,time,body,accelerometer,jerk,std,y,-0.66515912310562
21,walking_downstairs,time,body,accelerometer,jerk,std,z,-0.78182390148299
21,walking_downstairs,time,body,accelerometer,jerk magnitude,mean,NA,-0.703461275879657
21,walking_downstairs,time,body,accelerometer,jerk magnitude,std,NA,-0.680069218953922
21,walking_downstairs,time,body,accelerometer,magnitude,mean,NA,-0.620309259553676
21,walking_downstairs,time,body,accelerometer,magnitude,std,NA,-0.6601960145
21,walking_downstairs,time,body,accelerometer,NA,mean,x,0.277466525522059
